id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id,ip,user_authentication
5087137326171318,OAyQ4pTro,1699637087,航运界,【伊朗以色列磨刀霍霍，霍尔木兹海峡危矣？】据悉，随着以色列和伊朗之间的冲突升级，霍尔木兹海峡的任何中断对全球航运市场的影响都可能比红海危机更严重。以色列和伊朗之间的紧张局势已逐渐演变成直接冲突，德黑兰周二晚间向以色列发射了近200枚导弹，作为对上周真主党领导人HassanNasrallah和7月份哈马斯领导人IshmaelHaniyeh被杀的回应。O伊朗以色列磨刀霍霍，霍尔木兹海峡危矣？|航运界,,,,,0,0,0,2024-10-08 09:38,微博网页版,https://wx4.sinaimg.cn/large/654e675fgy1hueqrhzjsvj20wa0lfq7h.jpg,,,上海,蓝V
